,City          
23715,Seattle       
23716,Atlanta       
23717,Dallas        
23718,Atlanta       
23719,Dallas        
23720,Atlanta       
23721,New York      
23722,Dallas        
23723,Chicago       
23724,New York      
23725,Miami         
23726,Chicago       
23727,Boston        
23728,Seattle       
23729,Dallas        
23730,Houston       
23731,New York      
23732,Dallas        
23733,Miami         
23734,New York      
23735,New York      
23736,Dallas        
23737,Boston        
23738,Los Angeles   
23739,Boston        
23740,Boston        
23741,Atlanta       
23742,New York      
23743,Boston        
23744,Seattle       
23745,Atlanta       
23746,San Francisco 
23747,Seattle       
23748,Miami         
23749,Chicago       
23750,Miami         
23751,New York      
23752,Los Angeles   
23753,Seattle       
23754,Dallas        
23755,Boston        
23756,Dallas        
23757,Boston        
23758,Los Angeles   
23759,Chicago       
23760,Chicago       
23761,Dallas        
23762,New York      
23763,Dallas        
23764,San Francisco 
23765,Boston        
23766,Boston        
23767,Los Angeles   
23768,Seattle       
23769,New York      
23770,Chicago       
23771,San Francisco 
23772,Seattle       
23773,Chicago       
23774,Boston        
23775,New York      
23776,Houston       
23777,San Francisco 
23778,Dallas        
23779,Los Angeles   
23780,Seattle       
23781,Los Angeles   
23782,Seattle       
23783,Houston       
23784,Los Angeles   
23785,Miami         
23786,Atlanta       
23787,New York      
23788,Dallas        
23789,Dallas        
23790,Boston        
23791,Dallas        
23792,Chicago       
23793,Seattle       
23794,Houston       
23795,New York      
23796,Boston        
23797,Miami         
23798,Seattle       
23799,Boston        
23800,Houston       
23801,San Francisco 
23802,Houston       
23803,Miami         
23804,Atlanta       
23805,Chicago       
23806,Miami         
23807,Atlanta       
23808,Houston       
23809,Los Angeles   
23810,Houston       
23811,New York      
23812,Atlanta       
23813,Boston        
23814,Boston        
23815,Boston        
23816,Los Angeles   
23817,Seattle       
23818,San Francisco 
23819,Houston       
23820,San Francisco 
23821,San Francisco 
23822,Dallas        
23823,Dallas        
23824,Dallas        
23825,Seattle       
23826,Dallas        
23827,San Francisco 
23828,Boston        
23829,Chicago       
23830,New York      
23831,Houston       
23832,San Francisco 
23833,New York      
23834,Seattle       
23835,New York      
23836,Miami         
23837,Seattle       
23838,Houston       
23839,Chicago       
23840,Miami         
23841,Boston        
23842,Dallas        
23843,Boston        
23844,Chicago       
23845,San Francisco 
23846,Chicago       
23847,Dallas        
23848,Los Angeles   
23849,Boston        
23850,Houston       
23851,San Francisco 
23852,Chicago       
23853,Atlanta       
23854,Boston        
23855,New York      
23856,Chicago       
23857,Houston       
23858,Seattle       
23859,San Francisco 
23860,Chicago       
23861,New York      
23862,Chicago       
23863,New York      
23864,Miami         
23865,New York      
23866,Chicago       
23867,Houston       
23868,Dallas        
23869,New York      
23870,Houston       
23871,Chicago       
23872,Miami         
23873,New York      
23874,New York      
23875,San Francisco 
23876,San Francisco 
23877,Dallas        
23878,Los Angeles   
23879,Los Angeles   
23880,Seattle       
23881,Houston       
23882,New York      
23883,Dallas        
23884,Dallas        
23885,Chicago       
23886,Miami         
23887,Seattle       
23888,Dallas        
23889,Atlanta       
23890,New York      
23891,Houston       
23892,San Francisco 
23893,Seattle       
23894,Chicago       
23895,New York      
23896,Dallas        
23897,Chicago       
23898,Chicago       
23899,Chicago       
23900,Seattle       
23901,Seattle       
23902,Dallas        
23903,San Francisco 
23904,Seattle       
23905,New York      
23906,Atlanta       
23907,Dallas        
23908,Houston       
23909,Miami         
23910,San Francisco 
23911,Miami         
23912,Seattle       
23913,Dallas        
23914,Chicago       
23915,Atlanta       
23916,San Francisco 
23917,New York      
23918,Atlanta       
23919,Miami         
23920,Chicago       
23921,San Francisco 
23922,San Francisco 
23923,San Francisco 
23924,New York      
23925,Chicago       
23926,Seattle       
23927,Boston        
23928,Miami         
23929,San Francisco 
23930,Los Angeles   
23931,Chicago       
23932,Houston       
23933,New York      
23934,Los Angeles   
23935,Seattle       
23936,Seattle       
23937,Boston        
23938,Houston       
23939,Miami         
23940,Atlanta       
23941,Seattle       
23942,Seattle       
23943,New York      
23944,Dallas        
23945,Los Angeles   
23946,Seattle       
23947,Los Angeles   
23948,Houston       
23949,San Francisco 
23950,Miami         
23951,San Francisco 
23952,Houston       
23953,Boston        
23954,Miami         
23955,Houston       
23956,Miami         
23957,New York      
23958,New York      
23959,Miami         
23960,Seattle       
23961,San Francisco 
23962,Seattle       
23963,Houston       
23964,Boston        
23965,San Francisco 
23966,Chicago       
23967,Seattle       
23968,Seattle       
23969,Atlanta       
23970,Miami         
23971,Boston        
23972,New York      
23973,Chicago       
23974,Boston        
23975,San Francisco 
23976,Seattle       
23977,Houston       
23978,San Francisco 
23979,Houston       
23980,Atlanta       
23981,Los Angeles   
23982,San Francisco 
23983,Houston       
23984,Boston        
23985,New York      
23986,Atlanta       
23987,Miami         
23988,Boston        
23989,Chicago       
23990,Atlanta       
23991,Miami         
23992,Miami         
23993,Dallas        
23994,Atlanta       
23995,Atlanta       
23996,Atlanta       
23997,Houston       
23998,New York      
23999,Boston        
24000,Miami         
24001,Boston        
24002,Los Angeles   
24003,Dallas        
24004,Atlanta       
24005,Seattle       
24006,Chicago       
24007,Atlanta       
24008,Los Angeles   
24009,New York      
24010,Los Angeles   
24011,Los Angeles   
24012,Miami         
24013,Chicago       
24014,Boston        
24015,Houston       
24016,New York      
24017,Houston       
24018,Atlanta       
24019,Miami         
24020,Los Angeles   
24021,Atlanta       
24022,Los Angeles   
24023,Boston        
24024,Dallas        
24025,Seattle       
24026,Los Angeles   
24027,Boston        
24028,Miami         
24029,New York      
24030,New York      
24031,Dallas        
24032,Boston        
24033,Atlanta       
24034,Boston        
24035,New York      
24036,Houston       
24037,Miami         
24038,Los Angeles   
24039,Houston       
24040,Dallas        
24041,Atlanta       
24042,Seattle       
24043,Seattle       
24044,Seattle       
24045,Dallas        
24046,Atlanta       
24047,Miami         
24048,Miami         
24049,Miami         
24050,Seattle       
24051,Houston       
24052,Boston        
24053,Boston        
24054,Los Angeles   
24055,San Francisco 
24056,Dallas        
24057,Seattle       
24058,Miami         
24059,New York      
24060,New York      
24061,Miami         
24062,Atlanta       
24063,Los Angeles   
24064,San Francisco 
24065,Houston       
24066,Chicago       
24067,Houston       
24068,Dallas        
24069,Houston       
24070,Houston       
24071,Chicago       
24072,Los Angeles   
24073,Boston        
24074,San Francisco 
24075,Boston        
24076,Los Angeles   
24077,Houston       
24078,Los Angeles   
24079,New York      
24080,Dallas        
24081,Atlanta       
24082,Houston       
24083,Los Angeles   
24084,Boston        
24085,Miami         
24086,Boston        
24087,New York      
24088,Los Angeles   
24089,Los Angeles   
24090,Seattle       
24091,Los Angeles   
24092,Los Angeles   
24093,Houston       
24094,Dallas        
24095,New York      
24096,Atlanta       
24097,San Francisco 
24098,Boston        
24099,Boston        
24100,Miami         
24101,Miami         
24102,Atlanta       
24103,New York      
24104,New York      
24105,San Francisco 
24106,San Francisco 
24107,Miami         
24108,Chicago       
24109,San Francisco 
24110,Atlanta       
24111,San Francisco 
24112,Miami         
24113,Atlanta       
24114,Dallas        
24115,Atlanta       
24116,Houston       
24117,Houston       
24118,Dallas        
24119,Seattle       
24120,San Francisco 
24121,Chicago       
24122,Miami         
24123,Boston        
24124,San Francisco 
24125,New York      
24126,Atlanta       
24127,San Francisco 
24128,Chicago       
24129,Miami         
24130,Dallas        
24131,Atlanta       
24132,New York      
24133,Houston       
24134,Miami         
24135,Atlanta       
24136,Houston       
24137,New York      
24138,New York      
24139,Atlanta       
24140,Atlanta       
24141,Los Angeles   
24142,Atlanta       
24143,Houston       
24144,Houston       
24145,Houston       
24146,Los Angeles   
24147,New York      
24148,Miami         
24149,Los Angeles   
24150,San Francisco 
24151,Atlanta       
24152,New York      
24153,San Francisco 
24154,Seattle       
24155,Boston        
24156,Dallas        
24157,Seattle       
24158,Chicago       
24159,Chicago       
24160,New York      
24161,Chicago       
24162,Atlanta       
24163,Miami         
24164,Houston       
24165,Boston        
24166,Miami         
24167,Seattle       
24168,Los Angeles   
24169,Dallas        
24170,Chicago       
24171,Los Angeles   
24172,Chicago       
24173,New York      
24174,Miami         
24175,Seattle       
24176,Chicago       
24177,Atlanta       
24178,Seattle       
24179,Chicago       
24180,Houston       
24181,Atlanta       
24182,Seattle       
24183,Dallas        
24184,Houston       
24185,San Francisco 
24186,Miami         
24187,Miami         
24188,Atlanta       
24189,Houston       
24190,Dallas        
24191,Dallas        
24192,Los Angeles   
24193,Los Angeles   
24194,Chicago       
24195,Dallas        
24196,Miami         
24197,Chicago       
24198,Dallas        
24199,Dallas        
24200,Houston       
24201,Seattle       
24202,Seattle       
24203,Dallas        
24204,Atlanta       
24205,Chicago       
24206,Atlanta       
24207,Boston        
24208,Los Angeles   
24209,Los Angeles   
24210,Boston        
24211,Houston       
24212,Dallas        
24213,Houston       
24214,San Francisco 
24215,Miami         
24216,Dallas        
24217,Atlanta       
24218,San Francisco 
24219,Boston        
24220,Seattle       
24221,Chicago       
24222,San Francisco 
24223,Boston        
24224,Miami         
24225,Chicago       
24226,Boston        
24227,Los Angeles   
24228,Houston       
24229,Los Angeles   
24230,Seattle       
24231,Boston        
24232,San Francisco 
24233,Boston        
24234,Chicago       
24235,New York      
24236,Houston       
24237,Dallas        
24238,Atlanta       
24239,Miami         
24240,Dallas        
24241,Chicago       
24242,Boston        
24243,Houston       
24244,San Francisco 
24245,Boston        
24246,Miami         
24247,Houston       
24248,Dallas        
24249,Dallas        
24250,New York      
24251,Houston       
24252,Chicago       
24253,Chicago       
24254,New York      
24255,New York      
24256,Atlanta       
24257,Seattle       
24258,Miami         
24259,Dallas        
24260,Houston       
24261,New York      
24262,Houston       
24263,Atlanta       
24264,Seattle       
24265,Miami         
24266,New York      
24267,Dallas        
24268,Boston        
24269,New York      
24270,Atlanta       
24271,San Francisco 
24272,Dallas        
24273,San Francisco 
24274,Atlanta       
24275,Miami         
24276,Atlanta       
24277,Boston        
24278,Seattle       
24279,Dallas        
24280,New York      
24281,Seattle       
24282,Seattle       
24283,Seattle       
24284,Miami         
24285,Seattle       
24286,Dallas        
24287,Miami         
24288,New York      
24289,Dallas        
24290,Los Angeles   
24291,New York      
24292,Boston        
24293,Dallas        
24294,New York      
24295,Los Angeles   
24296,New York      
24297,Chicago       
24298,Los Angeles   
24299,New York      
24300,Boston        
24301,Seattle       
24302,New York      
24303,Boston        
24304,Seattle       
24305,Los Angeles   
24306,Dallas        
24307,Los Angeles   
24308,Houston       
24309,Los Angeles   
24310,Miami         
24311,San Francisco 
24312,Miami         
24313,Boston        
24314,Miami         
24315,Los Angeles   
24316,Houston       
24317,San Francisco 
24318,Atlanta       
24319,Houston       
24320,Los Angeles   
24321,Dallas        
24322,Dallas        
24323,Dallas        
24324,Dallas        
24325,New York      
24326,Houston       
24327,Chicago       
24328,Houston       
24329,Miami         
24330,Boston        
24331,Seattle       
24332,San Francisco 
24333,Dallas        
24334,Atlanta       
24335,Chicago       
24336,Atlanta       
24337,Houston       
24338,Dallas        
24339,Atlanta       
24340,Seattle       
24341,Boston        
24342,New York      
24343,Chicago       
24344,Miami         
24345,Atlanta       
24346,Atlanta       
24347,Houston       
24348,Houston       
24349,Atlanta       
24350,Houston       
24351,Seattle       
24352,Chicago       
24353,Houston       
24354,Miami         
24355,Atlanta       
24356,Los Angeles   
24357,Atlanta       
24358,Seattle       
24359,Dallas        
24360,San Francisco 
24361,New York      
24362,Atlanta       
24363,Atlanta       
24364,New York      
24365,New York      
24366,Houston       
24367,San Francisco 
24368,Seattle       
24369,Atlanta       
24370,New York      
24371,Atlanta       
24372,Seattle       
24373,New York      
24374,Atlanta       
24375,Los Angeles   
24376,Miami         
24377,San Francisco 
24378,New York      
24379,Los Angeles   
24380,Boston        
24381,New York      
24382,Atlanta       
24383,Boston        
24384,San Francisco 
24385,Atlanta       
24386,Seattle       
24387,Seattle       
24388,Seattle       
24389,Miami         
24390,New York      
24391,Houston       
24392,Boston        
24393,Atlanta       
24394,San Francisco 
24395,Atlanta       
24396,Dallas        
24397,Los Angeles   
24398,Miami         
24399,San Francisco 
24400,Boston        
24401,Chicago       
24402,Dallas        
24403,Miami         
24404,Seattle       
24405,Boston        
24406,New York      
24407,Dallas        
24408,Houston       
24409,Chicago       
24410,New York      
24411,Dallas        
24412,Boston        
24413,Chicago       
24414,San Francisco 
24415,Atlanta       
24416,Atlanta       
24417,Los Angeles   
24418,Los Angeles   
24419,Houston       
24420,Boston        
24421,San Francisco 
24422,Chicago       
24423,Los Angeles   
24424,Seattle       
24425,Miami         
24426,Houston       
24427,Los Angeles   
24428,Houston       
24429,Seattle       
24430,Los Angeles   
24431,New York      
24432,Los Angeles   
24433,Miami         
24434,Los Angeles   
24435,New York      
24436,San Francisco 
24437,New York      
24438,San Francisco 
24439,Miami         
24440,Chicago       
24441,Dallas        
24442,Boston        
24443,Atlanta       
24444,Chicago       
24445,Chicago       
24446,Dallas        
24447,Dallas        
24448,San Francisco 
24449,Dallas        
24450,Los Angeles   
24451,Dallas        
24452,Miami         
24453,Los Angeles   
24454,Seattle       
24455,Seattle       
24456,San Francisco 
24457,Miami         
24458,New York      
24459,Miami         
24460,Chicago       
24461,Houston       
24462,Dallas        
24463,San Francisco 
24464,Boston        
24465,Boston        
24466,Dallas        
24467,Houston       
24468,Dallas        
24469,Seattle       
24470,Atlanta       
24471,San Francisco 
24472,Seattle       
24473,San Francisco 
24474,Miami         
24475,Boston        
24476,Chicago       
24477,Chicago       
24478,Los Angeles   
24479,Houston       
24480,New York      
24481,Dallas        
24482,San Francisco 
24483,Houston       
24484,New York      
24485,New York      
24486,Boston        
24487,Dallas        
24488,Chicago       
24489,Seattle       
24490,Dallas        
24491,Seattle       
24492,Houston       
24493,Chicago       
24494,Los Angeles   
24495,New York      
24496,Houston       
24497,Los Angeles   
24498,Miami         
24499,Atlanta       
24500,Seattle       
24501,Chicago       
24502,Seattle       
24503,Los Angeles   
24504,Los Angeles   
24505,Miami         
24506,Dallas        
24507,Seattle       
24508,Boston        
24509,Seattle       
24510,Los Angeles   
24511,Chicago       
24512,Chicago       
24513,Chicago       
24514,Chicago       
24515,New York      
24516,Los Angeles   
24517,Chicago       
24518,Atlanta       
24519,Seattle       
24520,Los Angeles   
24521,Houston       
24522,Miami         
24523,Atlanta       
24524,Miami         
24525,Seattle       
24526,Dallas        
24527,Miami         
24528,Chicago       
24529,Seattle       
24530,Houston       
24531,Los Angeles   
24532,San Francisco 
24533,Los Angeles   
24534,Dallas        
24535,Atlanta       
24536,Miami         
24537,New York      
24538,Dallas        
24539,Boston        
24540,Chicago       
24541,Boston        
24542,Dallas        
24543,Chicago       
24544,Seattle       
24545,San Francisco 
24546,Boston        
24547,Seattle       
24548,Miami         
24549,Miami         
24550,Boston        
24551,Boston        
24552,San Francisco 
24553,Dallas        
24554,Los Angeles   
24555,Atlanta       
24556,New York      
24557,Miami         
24558,Atlanta       
24559,Miami         
24560,Chicago       
24561,Miami         
24562,Los Angeles   
24563,Atlanta       
24564,Seattle       
24565,Boston        
24566,Dallas        
24567,Houston       
24568,Los Angeles   
24569,Los Angeles   
24570,Boston        
24571,Seattle       
24572,Houston       
24573,Seattle       
24574,Boston        
24575,Atlanta       
24576,Dallas        
24577,Boston        
24578,New York      
24579,Boston        
24580,Dallas        
24581,Houston       
24582,Dallas        
24583,New York      
24584,Houston       
24585,Boston        
24586,Boston        
24587,Los Angeles   
24588,San Francisco 
24589,Atlanta       
24590,Dallas        
24591,Chicago       
24592,Houston       
24593,Boston        
24594,Miami         
24595,Houston       
24596,Los Angeles   
24597,New York      
24598,Seattle       
24599,Boston        
24600,Chicago       
24601,Miami         
24602,Miami         
24603,New York      
24604,Seattle       
24605,New York      
24606,Atlanta       
24607,Atlanta       
24608,Chicago       
24609,Boston        
24610,Miami         
24611,Chicago       
24612,Atlanta       
24613,Houston       
24614,New York      
24615,Seattle       
24616,Miami         
24617,Boston        
24618,Atlanta       
24619,New York      
24620,Atlanta       
24621,Houston       
24622,Boston        
24623,Houston       
24624,San Francisco 
24625,San Francisco 
24626,New York      
24627,Boston        
24628,Houston       
24629,New York      
24630,New York      
24631,Miami         
24632,Seattle       
24633,Houston       
24634,Atlanta       
24635,Los Angeles   
24636,Miami         
24637,Miami         
24638,Boston        
24639,Miami         
24640,San Francisco 
24641,Los Angeles   
24642,New York      
24643,San Francisco 
24644,Chicago       
24645,Houston       
24646,Seattle       
24647,San Francisco 
24648,Miami         
24649,Chicago       
24650,Boston        
24651,Miami         
24652,Seattle       
24653,Seattle       
24654,San Francisco 
24655,Seattle       
24656,Boston        
24657,New York      
24658,Dallas        
24659,Boston        
24660,Miami         
24661,San Francisco 
24662,Boston        
24663,Dallas        
24664,Los Angeles   
24665,Atlanta       
24666,Atlanta       
24667,Seattle       
24668,Los Angeles   
24669,Atlanta       
24670,Atlanta       
24671,Chicago       
24672,Atlanta       
24673,Houston       
24674,New York      
24675,Dallas        
24676,Atlanta       
24677,New York      
24678,Boston        
24679,Chicago       
24680,Houston       
24681,Houston       
24682,Dallas        
24683,Miami         
24684,Los Angeles   
24685,Chicago       
24686,Houston       
24687,San Francisco 
24688,Boston        
24689,Seattle       
24690,Seattle       
24691,Houston       
24692,Miami         
24693,Atlanta       
24694,Chicago       
24695,Chicago       
24696,Boston        
24697,Seattle       
24698,Los Angeles   
24699,Houston       
24700,Seattle       
24701,Chicago       
24702,Dallas        
24703,Miami         
24704,Chicago       
24705,San Francisco 
24706,New York      
24707,Boston        
24708,Dallas        
24709,Los Angeles   
24710,Seattle       
24711,Chicago       
24712,Boston        
24713,Boston        
24714,Dallas        
24715,San Francisco 
24716,Seattle       
24717,Miami         
24718,Houston       
24719,Chicago       
24720,Boston        
24721,Houston       
24722,Dallas        
24723,Dallas        
24724,Chicago       
24725,New York      
24726,New York      
24727,Dallas        
24728,Houston       
24729,Houston       
24730,Chicago       
24731,Miami         
24732,Los Angeles   
24733,New York      
24734,Dallas        
24735,Dallas        
24736,Miami         
24737,Dallas        
24738,Los Angeles   
24739,New York      
24740,San Francisco 
24741,Atlanta       
24742,Los Angeles   
24743,Los Angeles   
24744,Seattle       
24745,Miami         
24746,Dallas        
24747,Dallas        
24748,Atlanta       
24749,Boston        
24750,Miami         
24751,San Francisco 
24752,Atlanta       
24753,New York      
24754,Chicago       
24755,San Francisco 
24756,Boston        
24757,Los Angeles   
24758,Atlanta       
24759,Miami         
24760,Los Angeles   
24761,Dallas        
24762,Atlanta       
24763,Boston        
24764,Houston       
24765,Atlanta       
24766,Atlanta       
24767,Chicago       
24768,New York      
24769,Atlanta       
24770,New York      
24771,Seattle       
24772,Chicago       
24773,Houston       
24774,Dallas        
24775,Atlanta       
24776,Miami         
24777,Seattle       
24778,Miami         
24779,Seattle       
24780,Houston       
24781,Miami         
24782,New York      
24783,Atlanta       
24784,Los Angeles   
24785,Houston       
24786,Houston       
24787,Dallas        
24788,New York      
24789,Chicago       
24790,Dallas        
24791,Miami         
24792,Houston       
24793,San Francisco 
24794,New York      
24795,Atlanta       
24796,Dallas        
24797,Los Angeles   
24798,Atlanta       
24799,Los Angeles   
24800,Dallas        
24801,Boston        
24802,Seattle       
24803,New York      
24804,Houston       
24805,Los Angeles   
24806,Los Angeles   
24807,Chicago       
24808,San Francisco 
24809,Dallas        
24810,Boston        
24811,Chicago       
24812,San Francisco 
24813,Chicago       
24814,Boston        
24815,Houston       
24816,San Francisco 
24817,Chicago       
24818,Chicago       
24819,Boston        
24820,Los Angeles   
24821,New York      
24822,Los Angeles   
24823,Chicago       
24824,New York      
24825,Dallas        
24826,San Francisco 
24827,Atlanta       
24828,Boston        
24829,San Francisco 
24830,Miami         
24831,Atlanta       
24832,San Francisco 
24833,New York      
24834,Seattle       
24835,Los Angeles   
24836,Dallas        
24837,Atlanta       
24838,Houston       
24839,New York      
24840,Los Angeles   
24841,Atlanta       
24842,Houston       
24843,Chicago       
24844,San Francisco 
24845,San Francisco 
24846,Boston        
24847,Atlanta       
24848,Los Angeles   
24849,Miami         
24850,Seattle       
24851,Miami         
24852,Dallas        
24853,Atlanta       
24854,Miami         
24855,Dallas        
24856,Los Angeles   
24857,Boston        
24858,Los Angeles   
24859,Los Angeles   
24860,Boston        
24861,Dallas        
24862,San Francisco 
24863,Boston        
24864,Los Angeles   
24865,Atlanta       
24866,Atlanta       
24867,Miami         
24868,Boston        
24869,Miami         
24870,Atlanta       
24871,Seattle       
24872,San Francisco 
24873,Atlanta       
24874,Miami         
24875,Chicago       
24876,New York      
24877,Houston       
24878,Boston        
24879,Dallas        
24880,Houston       
24881,Chicago       
24882,Houston       
24883,Dallas        
24884,Seattle       
24885,Boston        
24886,Dallas        
24887,Miami         
24888,Miami         
24889,Los Angeles   
24890,Dallas        
24891,Miami         
24892,Boston        
24893,Los Angeles   
24894,Miami         
24895,Houston       
24896,Dallas        
24897,Houston       
24898,Seattle       
24899,Dallas        
24900,Dallas        
24901,Atlanta       
24902,Boston        
24903,Seattle       
24904,Seattle       
24905,Miami         
24906,Chicago       
24907,Atlanta       
24908,Boston        
24909,Los Angeles   
24910,Chicago       
24911,Chicago       
24912,Dallas        
24913,Chicago       
24914,Dallas        
24915,Miami         
24916,Los Angeles   
24917,Chicago       
24918,Atlanta       
24919,San Francisco 
24920,Boston        
24921,Atlanta       
24922,Seattle       
24923,Dallas        
24924,Houston       
24925,Seattle       
24926,Dallas        
24927,Houston       
24928,Los Angeles   
24929,Seattle       
24930,Seattle       
24931,Dallas        
24932,Chicago       
24933,Boston        
24934,Seattle       
24935,New York      
24936,Atlanta       
24937,San Francisco 
24938,Boston        
24939,New York      
24940,Dallas        
24941,Chicago       
24942,San Francisco 
24943,Miami         
24944,Atlanta       
24945,Chicago       
24946,San Francisco 
24947,Los Angeles   
24948,San Francisco 
24949,New York      
24950,Boston        
24951,Los Angeles   
24952,Houston       
24953,San Francisco 
24954,Dallas        
24955,New York      
24956,Chicago       
24957,Dallas        
24958,Boston        
24959,San Francisco 
24960,Miami         
24961,Atlanta       
24962,Miami         
24963,Los Angeles   
24964,Chicago       
24965,Chicago       
24966,Boston        
24967,Houston       
24968,Miami         
24969,Miami         
24970,New York      
24971,Atlanta       
24972,Houston       
24973,San Francisco 
24974,Miami         
24975,Los Angeles   
24976,New York      
24977,Chicago       
24978,Miami         
24979,Seattle       
24980,Houston       
24981,Seattle       
24982,Seattle       
24983,Los Angeles   
24984,Atlanta       
24985,New York      
24986,San Francisco 
24987,Houston       
24988,Miami         
24989,San Francisco 
24990,Atlanta       
24991,Atlanta       
24992,Miami         
24993,Boston        
24994,Los Angeles   
24995,San Francisco 
24996,Seattle       
24997,Atlanta       
24998,Houston       
24999,Miami         
25000,Miami         
25001,Atlanta       
25002,Houston       
25003,Houston       
25004,Dallas        
25005,New York      
25006,New York      
25007,Houston       
25008,San Francisco 
25009,Seattle       
25010,Los Angeles   
25011,New York      
25012,Houston       
25013,Seattle       
25014,Dallas        
25015,Chicago       
25016,New York      
25017,Dallas        
25018,Los Angeles   
25019,Chicago       
25020,Boston        
25021,San Francisco 
25022,Dallas        
25023,Seattle       
25024,Chicago       
25025,Houston       
25026,Seattle       
25027,Miami         
25028,Houston       
25029,New York      
25030,Boston        
25031,Houston       
25032,Houston       
25033,Boston        
25034,Miami         
25035,New York      
25036,Dallas        
25037,Houston       
25038,Houston       
25039,San Francisco 
25040,Miami         
25041,Dallas        
25042,Dallas        
25043,Atlanta       
25044,Los Angeles   
25045,Seattle       
25046,San Francisco 
25047,Dallas        
25048,Houston       
25049,New York      
25050,Miami         
25051,New York      
25052,Boston        
25053,San Francisco 
25054,New York      
25055,New York      
25056,Seattle       
25057,Houston       
25058,Houston       
25059,Chicago       
25060,Seattle       
25061,Los Angeles   
25062,Atlanta       
25063,Chicago       
25064,Chicago       
25065,Seattle       
25066,New York      
25067,New York      
25068,Dallas        
25069,Boston        
25070,Chicago       
25071,Chicago       
25072,New York      
25073,Chicago       
25074,Dallas        
25075,Miami         
25076,Los Angeles   
25077,New York      
25078,Boston        
25079,San Francisco 
25080,New York      
25081,Dallas        
25082,Houston       
25083,Boston        
25084,Seattle       
25085,Dallas        
25086,Houston       
25087,New York      
25088,Atlanta       
25089,Boston        
25090,Los Angeles   
25091,Atlanta       
25092,Dallas        
25093,San Francisco 
25094,Houston       
25095,Miami         
25096,Miami         
25097,San Francisco 
25098,Los Angeles   
25099,Miami         
25100,Miami         
25101,Seattle       
25102,Dallas        
25103,Chicago       
25104,Dallas        
25105,Los Angeles   
25106,Dallas        
25107,Boston        
25108,New York      
25109,Atlanta       
25110,San Francisco 
25111,Boston        
25112,Atlanta       
25113,Atlanta       
25114,Los Angeles   
25115,Chicago       
25116,San Francisco 
25117,San Francisco 
25118,Seattle       
25119,Los Angeles   
25120,New York      
25121,Houston       
25122,San Francisco 
25123,Seattle       
25124,Chicago       
25125,Miami         
25126,Boston        
25127,New York      
25128,Dallas        
25129,San Francisco 
25130,Chicago       
25131,Houston       
25132,Dallas        
25133,Dallas        
25134,New York      
25135,Dallas        
25136,Seattle       
25137,Atlanta       
25138,Atlanta       
25139,Seattle       
25140,New York      
25141,Miami         
25142,San Francisco 
25143,Dallas        
25144,Miami         
25145,Seattle       
25146,Boston        
25147,Seattle       
25148,Dallas        
25149,Chicago       
25150,Chicago       
25151,Los Angeles   
25152,Atlanta       
25153,Houston       
25154,New York      
25155,Houston       
25156,Miami         
25157,Dallas        
25158,Los Angeles   
25159,Atlanta       
25160,Boston        
25161,Chicago       
25162,Atlanta       
25163,Chicago       
25164,Seattle       
25165,Los Angeles   
25166,Boston        
25167,Miami         
25168,New York      
25169,Houston       
25170,Dallas        
25171,Los Angeles   
25172,Boston        
25173,San Francisco 
25174,Boston        
25175,Atlanta       
25176,Chicago       
25177,Chicago       
25178,Dallas        
25179,San Francisco 
25180,Los Angeles   
25181,Los Angeles   
25182,Boston        
25183,San Francisco 
25184,Miami         
25185,Boston        
25186,Miami         
25187,Miami         
25188,Seattle       
25189,Seattle       
25190,Seattle       
25191,Seattle       
25192,Seattle       
25193,Los Angeles   
25194,New York      
25195,Seattle       
25196,Chicago       
25197,Houston       
25198,Atlanta       
25199,Miami         
25200,Miami         
25201,San Francisco 
25202,Seattle       
25203,Houston       
25204,Miami         
25205,Seattle       
25206,San Francisco 
25207,Los Angeles   
25208,New York      
25209,Boston        
25210,San Francisco 
25211,Houston       
25212,Miami         
25213,Los Angeles   
25214,Atlanta       
25215,Houston       
25216,Chicago       
25217,Miami         
25218,Los Angeles   
25219,Houston       
25220,San Francisco 
25221,Seattle       
25222,Miami         
25223,Los Angeles   
25224,Chicago       
25225,New York      
25226,Boston        
25227,Atlanta       
25228,San Francisco 
25229,Miami         
25230,Chicago       
25231,New York      
25232,Miami         
25233,Dallas        
25234,San Francisco 
25235,Boston        
25236,San Francisco 
25237,Atlanta       
25238,Dallas        
25239,Los Angeles   
25240,Los Angeles   
25241,Boston        
25242,San Francisco 
25243,Boston        
25244,Seattle       
25245,Los Angeles   
25246,Dallas        
25247,New York      
25248,Los Angeles   
25249,Seattle       
25250,San Francisco 
25251,Seattle       
25252,Los Angeles   
25253,Boston        
25254,San Francisco 
25255,Dallas        
25256,Miami         
25257,Houston       
25258,Chicago       
25259,Seattle       
25260,Boston        
25261,New York      
25262,Dallas        
25263,Los Angeles   
25264,New York      
25265,Houston       
25266,San Francisco 
25267,Houston       
25268,Seattle       
25269,Seattle       
25270,New York      
25271,Houston       
25272,Chicago       
25273,New York      
25274,San Francisco 
25275,Dallas        
25276,Miami         
25277,Miami         
25278,Atlanta       
25279,San Francisco 
25280,Atlanta       
25281,Seattle       
25282,San Francisco 
25283,Houston       
25284,Seattle       
25285,Houston       
25286,Dallas        
25287,Chicago       
25288,Seattle       
25289,San Francisco 
25290,Miami         
25291,Atlanta       
25292,New York      
25293,Miami         
